category,name,lvl,Qu,speed code,AT,hits,PP,size,OB melee,OB missile,OB magic,Primary Attack,Secondary Attack,Tertiary Attack,DB,DBm,comment,Notes,enc,immune,weakness,piclink,spells,climate code,habitat code,frequency of encounter code,measurement
Bird,Great Bats,5,,VF/VF,3,60,,M,,,,75MBi,60MCl,-,60,,"Rarely seen despite their huge size. Great Falcons reside in remoter and higher reaches of the Forest of Mirkwood. (Actually most reside in the Emyn-nu-Fuin. the 'Mountains of Mirkwood.') They are almost untameable, probably due to the difficulty of hooding and confining such a huge bird, even as an eyas (fledgling). Great Falcons are surprisingly maneuverable for such large birds, as is necessary for any winged beast that would live in the dense forest. Their light build makes them unable to carry more than around 70 lbs, so they make poor mounts. ",Aggressive. Nocturnal predators.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,k,AFCDEL,8,3.5 ft body / 20 ft wingspan
Bird,Great Green Pheasants,1,,MF/FA,1,15,,S,,,,30SBa,20SPi,-,40,,"The Great Green Pheasant is a handsome bird. Females and their immature offspring sport lustrous bornze-green plumage. Emerald green feathers and long, trailing tail plumes adorn the male. The cocks are famous for their ferocious duels over potential mates - they rush at each other fiercely, broadsiding their rivals in clouds of emerald green down, until one or the other retreats, exhausted and bedraggled. Great Green Pheasants, like the Grass Grouse, are considered tasty, but this larger bird must be hung before eating, as it is tougher (in every way) than the passive Grass Grouse. ",Normal. Spot beautiful plumage.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,FPL,4,18-24 inches (3-4 ft with tail)
Bird,Green-Winged Crows,1,,FA/MF,1,15,,S,,,,10SPi,15SCl,-,55,,"A lively, intelligent bird of the marshes and shores, the Greenwinged Crow can be tamed even as an adult. They make effective messengers, able to find their way home from any direction within a 75- 100 mile radius. However, like most of the Corvidae. they are attracted and distracted by shiny objects. With their shiny black plumage marked distinctively on the 'shoulder' of the wing with a patch of iridescent green, these crows make attractive pets.",Lively. Attracted to shiny things.,2-40,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,FMHL,3,10-12 inches
Bird,Bitterns,1,,MD/MD,1,15,,S,,,,20SCl,10SPi,-,30,,"A wading and fishing bird found in the deltas of northwestern Endor, the Bittern, or Northern Heron, is known for its strange resonant, mournful cry. It is slow, cunning, deliberate hunter that feeds on snakes, crustaceans, and fish. Bitterns migrate, spending their winters in the wetlands along the temperate seacoasts and their summers in the lakes and deltas of the North.",Normal. Fishing birds.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,M,2,4 ft wingspan
Bird,Black Swans,3,,MF/SL,1,35,,M,,,,20MBa,25SPi,-,20,,"Black Swans are found from Mordor and northward into Wilderland, as far as the southern reaches of Mirkwood. They are also quite common in the river valleys of Nûrad and Rhovanion, especially along the River Anduin. They are large for Swans and have been known to mob and overturn boats, usually because the vessels had come too close to the Swans' huge nests.",Passive. Large for Swans.,1-50,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,FWH,6,7 ft wingspan
Bat,Cavern Wings,1,,FA/VF,1,8,,S,,,,50SCl,40SBi,-,50,,"Cavern Wings are large, intelligent Bats found predominantly in Moria, although they have been reported in other caverns in the Misty Mountains. They seem to have a very sophisticated 'biting order', culminating in a leader, a phenomenon not observed in any other Bat species. This leader directs the other bats in their group hunts, indicating which potential victims to ignore, which to attack. The Cavern Wings' weapon is their razor sharp claws, with which they rip their victims into bite-sized shreds. Their voices are low-pitched for bats, allowing most of their victims to have some warning of their approach — although this rarely helps, as the Cavern Wings are very quick and extremely maneuverable. These bats have dark gray to black fur, often speckled in younger Cavern Wings. The best defense is the ability to pick out the leader, for if that bat is slain, the rest will retreat until the flock sorts itself out and chooses a new leader.",Aggressive. +/- 8 to Crit results if foe surprised.,2-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,UVEL,5,1-2 ft wingspan
Bird,Chamber Birds,2,,VF/FA,1,11,,S,,,,50SPi,35MCl,-,60,,"White, mute, and almost blind, the odd, fungus-eating Chamber Bird is one of the many strange inhabitants of Moria. They seek out the fungus by their remarkable sense of smell (odd indeed for a bird) and note enemies by their inaudibly high cries, in the manner of bats. Their large, gaping beaks have serrated edges and their bluish talons are both sharp and strong. Totally herbivorous (primarily fungivorous), they rarely attack animals unless surprised or starving (some instinct for meat seems to remain from some predacious ancestor).",Shy. +/- 5 to Crit results if foe surprised.,21-30,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,UVLX,7,3 ft wingspan
Bird,Cliff Buzzard,2,,VF/VF,1,30,,S,,,,40MCl,25SPi,-,50,,"The Cliff Buzzard is a large, black-feathered bird of the mountains. It builds its nest on inaccessible cliffs. Often several pairs will nest in the same area, behavior more typical of the Corvidae (crowlike birds) than of the Raptors (Hawks and so on). Cliff Buzzards exhibit a great deal of intelligence (for birds) and will cooperate in hunting. They will band together to mob some large creature and drive it over a cliff so that they may all feast together on the shattered body. Any wounded creature, no matter what its size, may be subject to the unwanted attentions of the Cliff Buzzards. They are most common on the southern slopes of the White Mountains.",Aggressive. Band together against foes.,2-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,AFCDLRY,4,6 ft wingspan
Bird,Crakes/Coots,1,,VF/FA,1,15,,S,,,,30SPi,-,-,50,,"A black-and-purple ducklike species, the Crake is known as a noisy and obnoxious waterbird. It has wide, splayed feet, allowing it to dash across pondweed and mudflats. Crakes are also excellent swimmers and remarkably swift flyers. They are among the most flexible and adaptable species in all of Middle-earth, ranging as far north as Forodwaith, Mur, and Urb. The Crake's closest relative, the Coot, builds island nests up to three or four feet across from reeds and weeds.",Normal. Very adaptable.,1-50,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,M,2,2 ft wingspan
Bird,Echo Hawks,3,,VF/BF,1,27,,S,,,,50MCl,40MPi,-,65,,"The Echo Hawk is a large subterranean bird and a menace that few would expect to meet underground in a cave. It is a raptor that has totally adapted to life in a lightless environment, utilizing both infravision and echo-location for its hunting. The echo Hawk's nostrils are unusually large, giving it, like the chamber bird (above), a keenness of scent quite rare in a bird. Its beak and talons are unusually large, hard, and sharp, so much so that the Echo Hawk can pierce through most types of armor. As is usual with the raptors, the female Hawk is larger than the male. Otherwise, the sexes are similar, with dull white feathers, colorless skin, and beaks and talons like translucent horn. ",Opportunistic. Often found near Green—flower vine.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,UVLRX,6,2-3 ft wingspan
demon,BALROGS,,,,,,,,,,,,,,,,"NOTE: You can find more detailed information about Balrogs and other Maiar in ICE's supplement entitled Lords of Middle-earth, Volume I. Words cannot fully describe the terror and awe of the sight of the great Balrogs (S. 'Demons of Might'; properly pl. as 'Belryg'; Q. 'Valarukar'; sing. 'Valarauko'), those evil Spirits of Fire that who were among the first allies of Morgoth in the early days of Arda. The Red Book of Westmarch describes the Balrog of Moria as: '...a dark form, of man-shape maybe, yet greater... flames roared up to greet it, and wreathed about it... its swirling mane kindled and blazed behind it. In its right hand was a Made like a stabbing tongue of fire; in its left it held a whip of many thongs... the shadow about reached out like two vast wings... Fire came from its nostrils...' — LotRI, p. 428. This fell creature was one of the last of its kind, for it is certain that although Morgoth may have won the loyalty of many of these dread Spirits of Flame in the earliest days, many were destroyed in the wars against Elves and Men. Also, there are some among the Wise who claim that there were never very many of them: 'No more than seven,' was the opinion of one old sage. Yet Balrogs, unless slain by some mighty force, are immortal, as they are true Maiar, lesser beings of the kind that made the Dwarves and caused the stars to shine. Little wonder, then, that they command such power and such awe. The powers and abilities of Balrogs are legion: they can fly; their force of will and their very presence is so great that all must quail before them, if only for a moment in the case of the valiant; they can wield a weapon in either hand so that each strikes as if wielded by a gigantic Master of Arms; they can seize control of a foe's will and mind, forcing him to do their bidding or shattering his mind beyond repair; they can burn with a fire as fierce as that of a volcano under almost any conditions, and only total immersion in a large quantity of water can douse the flames, which immediately rekindled as soon as the Balrog reaches a drier environment; they can throw certain spells with the skills of the most powerful Magician. Their specific areas of spell mastery are those of fire (of course), detection, and contacting other evil spirits and beings. (shortend see p. 86)",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,-,EKX,9,15-18ft tall
demon,BLACK DEMONS,,,,,,,,,,,,,,,,"Black Demons are lesser Maiar who have allied themselves with Morgoth. Their forms vary infinitely, as do their abilities. They can sometimes be persuaded to aid Men or Elves in evil deeds (or even in good ones, if heavily constrained by a Good power of great might), but unless the evil-doer requesting this service has protected himself or herself carefully and laid the strongest constraints on the Demon, little good will come of such bargains in the end. Demons often partake of some of the characteristics of natural forces: Balrogs (see above) as Spirits of Fire are a very good example. This is, no doubt, because of Eru's original plans for these spirits as directors and guardians of these natural forces. (shortend see p. 88)",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,-,EK,7,size varies greatly according to type
demon,Lassaraukar(Greater),,,,,,,,,,,,,,,,see LASSARAUKAR(Lesser),,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,-,CD,8,7'-8'
demon,LASSARAUKAR(Lesser),,,,,,,,,,,,,,,,"(Q. 'Demons of the Leaves'; 'Leaf-demons'; sing. 'Lassarauko'; S. 'Lethryg' sing. 'Lathrog') are awful nocturnal creatures, Wood-spirits seduced and corrupted by Morgoth and refashioned into savage arboreal predators. Few monsters possess their fetish for unrestrained terror. Immortal but unable to reproduce (or be bred), these heinous creatures possess such refined hearing and smell that they can sense things with the precision of Elven sight. Nothing surpasses them in speed or agility, for they can run along the branches of trees and leap across gaps in the woods faster than a Swift can fly. A Lassarauko can start, change direction, and stop (but only at predetermined location) virtually instantly. Lassaraukar look like tall, featureless Men. Their entire body is covered with a sort of greenish hide, a thick skin which resembles tight clothing. This covering extends over their entire body, including the face. On the feet, it is an inch thick and permeated by bizarre mole-like protrusions, 'gripper-like' soles designed to accentuate their already stunning traction. Their hairless heads are also adorned with a second outer skin. Extending down from a heavy bone brow which surrounds the Lassarauko's skull, this semi-transparent layer flaps down over their lower head, obscuring the creature's facial features. Lassaraukar pull the skin up when eating, but retreat behind its light-shielding protection at all other times. Lassaraukar normally live in 'lats' of six: five lesser led by one greater. Omnivores, they reside in dark 'nests' and live on tree products, but retain a quaint fondness for raw meat, particularly fresh brains. Their diet is ideal given their peculiar routine, for Lassaraukar are active less than an hour a day. Although they are capable of moving about for up to six hours, they prefer to rest. (shortend see p. 90)",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,-,CD,7,6'-7'
